SalesOrderNumber,OrderDate,ProductKey,CustomerKey,SalesTerritoryKey,OrderQuantity,UnitPrice,ProductCost,SalesAmount,TaxAmt,Freight
SO63901,10/02/2019,528,18055,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO63880,10/02/2019,355,18130,8,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO63880,10/02/2019,478,18130,8,1,9.99,3.7363,9.99,0.7992,0.2498
SO63880,10/02/2019,477,18130,8,1,4.99,1.8663,4.99,0.3992,0.1248
SO63880,10/02/2019,465,18130,8,1,24.49,9.1593,24.49,1.9592,0.6123
SO63887,10/02/2019,478,18221,9,1,9.99,3.7363,9.99,0.7992,0.2498
SO63887,10/02/2019,477,18221,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO63887,10/02/2019,485,18221,9,1,21.98,8.2205,21.98,1.7584,0.5495
SO63921,10/02/2019,237,18355,6,1,49.99,38.4923,49.99,3.9992,1.2498
SO63921,10/02/2019,225,18355,6,1,8.99,6.9223,8.99,0.7192,0.2248
SO63921,10/02/2019,485,18355,6,1,21.98,8.2205,21.98,1.7584,0.5495
SO63904,10/02/2019,487,18933,1,1,54.99,20.5663,54.99,4.3992,1.3748
SO63904,10/02/2019,477,18933,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO63909,10/02/2019,214,19061,7,1,34.99,13.0863,34.99,2.7992,0.8748
SO63909,10/02/2019,528,19061,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO63909,10/02/2019,535,19061,7,1,24.99,9.3463,24.99,1.9992,0.6248
SO63908,10/02/2019,535,19079,7,1,24.99,9.3463,24.99,1.9992,0.6248
SO63902,10/02/2019,225,19528,1,1,8.99,6.9223,8.99,0.7192,0.2248
SO63902,10/02/2019,475,19528,1,1,69.99,26.1763,69.99,5.5992,1.7498
SO63906,10/02/2019,482,19906,10,1,8.99,3.3623,8.99,0.7192,0.2248
SO63906,10/02/2019,528,19906,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO63941,10/02/2019,477,20645,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO63941,10/02/2019,225,20645,1,1,8.99,6.9223,8.99,0.7192,0.2248
SO63941,10/02/2019,479,20645,1,1,8.99,3.3623,8.99,0.7192,0.2248
SO63941,10/02/2019,388,20645,1,1,1120.49,713.0798,1120.49,89.6392,28.0123
SO63907,10/02/2019,539,20721,10,1,24.99,9.3463,24.99,1.9992,0.6248
SO63936,10/02/2019,477,21166,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO63936,10/02/2019,479,21166,9,1,8.99,3.3623,8.99,0.7192,0.2248
SO63936,10/02/2019,225,21166,9,1,8.99,6.9223,8.99,0.7192,0.2248
SO63936,10/02/2019,374,21166,9,1,2443.35,1554.9479,2443.35,195.468,61.0838
SO63910,10/02/2019,477,21550,8,1,4.99,1.8663,4.99,0.3992,0.1248
SO63910,10/02/2019,490,21550,8,1,53.99,41.5723,53.99,4.3192,1.3498
SO63888,10/02/2019,528,21573,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO63888,10/02/2019,485,21573,9,1,21.98,8.2205,21.98,1.7584,0.5495
SO63888,10/02/2019,537,21573,9,1,35,13.09,35,2.8,0.875
SO63913,10/02/2019,481,21820,7,1,8.99,3.3623,8.99,0.7192,0.2248
SO63913,10/02/2019,536,21820,7,1,29.99,11.2163,29.99,2.3992,0.7498
SO63893,10/02/2019,480,22418,10,1,2.29,0.8565,2.29,0.1832,0.0573
SO63893,10/02/2019,539,22418,10,1,24.99,9.3463,24.99,1.9992,0.6248
SO63893,10/02/2019,529,22418,10,1,3.99,1.4923,3.99,0.3192,0.0998
SO63893,10/02/2019,583,22418,10,1,1700.99,1082.51,1700.99,136.0792,42.5248
SO63914,10/02/2019,480,22529,7,1,2.29,0.8565,2.29,0.1832,0.0573
SO63914,10/02/2019,538,22529,7,1,21.49,8.0373,21.49,1.7192,0.5373
SO63899,10/02/2019,214,22792,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO63899,10/02/2019,528,22792,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO63899,10/02/2019,536,22792,1,1,29.99,11.2163,29.99,2.3992,0.7498
SO63940,10/02/2019,217,23339,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO63940,10/02/2019,605,23339,1,1,539.99,343.6496,539.99,43.1992,13.4998
SO63933,10/02/2019,217,23651,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO63933,10/02/2019,581,23651,9,1,1700.99,1082.51,1700.99,136.0792,42.5248
SO63943,10/02/2019,605,23933,8,1,539.99,343.6496,539.99,43.1992,13.4998
SO63943,10/02/2019,538,23933,8,1,21.49,8.0373,21.49,1.7192,0.5373
SO63943,10/02/2019,480,23933,8,1,2.29,0.8565,2.29,0.1832,0.0573
SO63934,10/02/2019,584,24001,9,1,539.99,343.6496,539.99,43.1992,13.4998
SO63935,10/02/2019,604,24161,9,1,539.99,343.6496,539.99,43.1992,13.4998
SO63898,10/02/2019,480,25276,1,1,2.29,0.8565,2.29,0.1832,0.0573
SO63898,10/02/2019,540,25276,1,1,32.6,12.1924,32.6,2.608,0.815
SO63898,10/02/2019,529,25276,1,1,3.99,1.4923,3.99,0.3192,0.0998
SO63932,10/02/2019,214,25606,7,1,34.99,13.0863,34.99,2.7992,0.8748
SO63932,10/02/2019,579,25606,7,1,1214.85,755.1508,1214.85,97.188,30.3713
SO63938,10/02/2019,217,25895,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO63938,10/02/2019,577,25895,1,1,1214.85,755.1508,1214.85,97.188,30.3713
SO63939,10/02/2019,576,26110,1,1,2384.07,1481.9379,2384.07,190.7256,59.6018
SO63911,10/02/2019,217,26364,10,1,34.99,13.0863,34.99,2.7992,0.8748
SO63911,10/02/2019,529,26364,10,1,3.99,1.4923,3.99,0.3192,0.0998
SO63916,10/02/2019,530,27932,8,1,4.99,1.8663,4.99,0.3992,0.1248
SO63916,10/02/2019,487,27932,8,1,54.99,20.5663,54.99,4.3992,1.3748
SO63916,10/02/2019,473,27932,8,1,63.5,23.749,63.5,5.08,1.5875
SO63975,11/02/2019,537,11184,4,1,35,13.09,35,2.8,0.875
SO63975,11/02/2019,528,11184,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO63975,11/02/2019,485,11184,4,1,21.98,8.2205,21.98,1.7584,0.5495
SO63962,11/02/2019,538,11619,6,1,21.49,8.0373,21.49,1.7192,0.5373
SO63962,11/02/2019,529,11619,6,1,3.99,1.4923,3.99,0.3192,0.0998
SO63965,11/02/2019,477,11724,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO63965,11/02/2019,478,11724,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO63976,11/02/2019,480,11800,1,1,2.29,0.8565,2.29,0.1832,0.0573
SO63976,11/02/2019,528,11800,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO63976,11/02/2019,537,11800,1,1,35,13.09,35,2.8,0.875
SO63995,11/02/2019,222,12003,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO63995,11/02/2019,489,12003,9,1,53.99,41.5723,53.99,4.3192,1.3498
SO63995,11/02/2019,225,12003,9,1,8.99,6.9223,8.99,0.7192,0.2248
SO63995,11/02/2019,574,12003,9,1,2384.07,1481.9379,2384.07,190.7256,59.6018
SO63981,11/02/2019,479,12599,10,1,8.99,3.3623,8.99,0.7192,0.2248
SO63981,11/02/2019,477,12599,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO63981,11/02/2019,578,12599,10,1,1214.85,755.1508,1214.85,97.188,30.3713
SO63973,11/02/2019,528,13179,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO63973,11/02/2019,480,13179,6,1,2.29,0.8565,2.29,0.1832,0.0573
SO63973,11/02/2019,537,13179,6,1,35,13.09,35,2.8,0.875
SO63969,11/02/2019,485,13858,4,1,21.98,8.2205,21.98,1.7584,0.5495
SO63969,11/02/2019,477,13858,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO63969,11/02/2019,478,13858,4,1,9.99,3.7363,9.99,0.7992,0.2498
SO63969,11/02/2019,217,13858,4,1,34.99,13.0863,34.99,2.7992,0.8748
SO63985,11/02/2019,480,14065,9,1,2.29,0.8565,2.29,0.1832,0.0573
SO63985,11/02/2019,355,14065,9,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO63974,11/02/2019,480,14561,6,1,2.29,0.8565,2.29,0.1832,0.0573
SO63974,11/02/2019,537,14561,6,1,35,13.09,35,2.8,0.875
SO63977,11/02/2019,237,14660,1,1,49.99,38.4923,49.99,3.9992,1.2498
SO63977,11/02/2019,476,14660,1,1,69.99,26.1763,69.99,5.5992,1.7498
SO63977,11/02/2019,587,14660,1,1,769.49,419.7784,769.49,61.5592,19.2373
SO63994,11/02/2019,478,14671,9,1,9.99,3.7363,9.99,0.7992,0.2498
SO63994,11/02/2019,477,14671,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO63994,11/02/2019,490,14671,9,1,53.99,41.5723,53.99,4.3192,1.3498
SO63994,11/02/2019,467,14671,9,1,24.49,9.1593,24.49,1.9592,0.6123
SO63994,11/02/2019,589,14671,9,1,769.49,419.7784,769.49,61.5592,19.2373
SO63954,11/02/2019,487,14685,9,1,54.99,20.5663,54.99,4.3992,1.3748
SO63955,11/02/2019,600,15063,8,1,539.99,294.5797,539.99,43.1992,13.4998
SO63955,11/02/2019,477,15063,8,1,4.99,1.8663,4.99,0.3992,0.1248
SO63955,11/02/2019,478,15063,8,1,9.99,3.7363,9.99,0.7992,0.2498
SO63980,11/02/2019,222,15369,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO63980,11/02/2019,477,15369,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO63980,11/02/2019,478,15369,1,1,9.99,3.7363,9.99,0.7992,0.2498
SO63980,11/02/2019,363,15369,1,1,2294.99,1251.9813,2294.99,183.5992,57.3748
SO63958,11/02/2019,225,15931,7,1,8.99,6.9223,8.99,0.7192,0.2248
SO63958,11/02/2019,478,15931,7,1,9.99,3.7363,9.99,0.7992,0.2498
SO63958,11/02/2019,477,15931,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO63958,11/02/2019,357,15931,7,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO63959,11/02/2019,480,15933,10,1,2.29,0.8565,2.29,0.1832,0.0573
SO63959,11/02/2019,361,15933,10,1,2294.99,1251.9813,2294.99,183.5992,57.3748
SO63978,11/02/2019,591,16019,4,1,564.99,308.2179,564.99,45.1992,14.1248
SO63978,11/02/2019,225,16019,4,1,8.99,6.9223,8.99,0.7192,0.2248
SO63957,11/02/2019,476,16275,10,1,69.99,26.1763,69.99,5.5992,1.7498
SO63957,11/02/2019,589,16275,10,1,769.49,419.7784,769.49,61.5592,19.2373
SO63960,11/02/2019,225,16575,10,1,8.99,6.9223,8.99,0.7192,0.2248
SO63960,11/02/2019,477,16575,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO63960,11/02/2019,478,16575,10,1,9.99,3.7363,9.99,0.7992,0.2498
SO63960,11/02/2019,355,16575,10,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO63948,11/02/2019,528,16705,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO63948,11/02/2019,536,16705,9,1,29.99,11.2163,29.99,2.3992,0.7498
SO63979,11/02/2019,528,16906,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO63979,11/02/2019,537,16906,6,1,35,13.09,35,2.8,0.875
SO63979,11/02/2019,353,16906,6,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO63952,11/02/2019,465,17076,9,1,24.49,9.1593,24.49,1.9592,0.6123
SO63952,11/02/2019,237,17076,9,1,49.99,38.4923,49.99,3.9992,1.2498
SO63990,11/02/2019,463,17600,1,1,24.49,9.1593,24.49,1.9592,0.6123
SO63990,11/02/2019,228,17600,1,1,49.99,38.4923,49.99,3.9992,1.2498
SO63990,11/02/2019,581,17600,1,1,1700.99,1082.51,1700.99,136.0792,42.5248
SO63972,11/02/2019,480,18623,7,1,2.29,0.8565,2.29,0.1832,0.0573
SO63972,11/02/2019,536,18623,7,1,29.99,11.2163,29.99,2.3992,0.7498
SO63972,11/02/2019,528,18623,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO63966,11/02/2019,231,18822,1,1,49.99,38.4923,49.99,3.9992,1.2498
SO63966,11/02/2019,474,18822,1,1,69.99,26.1763,69.99,5.5992,1.7498
SO63953,11/02/2019,480,19085,9,1,2.29,0.8565,2.29,0.1832,0.0573
SO63984,11/02/2019,479,21179,9,1,8.99,3.3623,8.99,0.7192,0.2248
SO63984,11/02/2019,477,21179,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO63984,11/02/2019,222,21179,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO63984,11/02/2019,376,21179,9,1,2443.35,1554.9479,2443.35,195.468,61.0838
SO63947,11/02/2019,528,21248,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO63947,11/02/2019,536,21248,9,1,29.99,11.2163,29.99,2.3992,0.7498
SO63968,11/02/2019,478,21745,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO63968,11/02/2019,477,21745,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO63968,11/02/2019,214,21745,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO63968,11/02/2019,485,21745,6,1,21.98,8.2205,21.98,1.7584,0.5495
SO63956,11/02/2019,539,22396,10,1,24.99,9.3463,24.99,1.9992,0.6248
SO63956,11/02/2019,581,22396,10,1,1700.99,1082.51,1700.99,136.0792,42.5248
SO63992,11/02/2019,479,22515,7,1,8.99,3.3623,8.99,0.7192,0.2248
SO63992,11/02/2019,477,22515,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO63992,11/02/2019,604,22515,7,1,539.99,343.6496,539.99,43.1992,13.4998
SO63964,11/02/2019,536,23027,4,1,29.99,11.2163,29.99,2.3992,0.7498
SO63964,11/02/2019,528,23027,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO63964,11/02/2019,480,23027,4,1,2.29,0.8565,2.29,0.1832,0.0573
SO63989,11/02/2019,222,23059,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO63989,11/02/2019,538,23059,1,1,21.49,8.0373,21.49,1.7192,0.5373
SO63989,11/02/2019,529,23059,1,1,3.99,1.4923,3.99,0.3192,0.0998
SO63989,11/02/2019,584,23059,1,1,539.99,343.6496,539.99,43.1992,13.4998
SO63970,11/02/2019,485,23458,6,1,21.98,8.2205,21.98,1.7584,0.5495
SO63970,11/02/2019,477,23458,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO63970,11/02/2019,478,23458,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO63970,11/02/2019,528,23458,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO63982,11/02/2019,463,24009,9,1,24.49,9.1593,24.49,1.9592,0.6123
SO63982,11/02/2019,606,24009,9,1,539.99,343.6496,539.99,43.1992,13.4998
SO63963,11/02/2019,480,24320,1,1,2.29,0.8565,2.29,0.1832,0.0573
SO63963,11/02/2019,540,24320,1,1,32.6,12.1924,32.6,2.608,0.815
SO63963,11/02/2019,529,24320,1,1,3.99,1.4923,3.99,0.3192,0.0998
SO63967,11/02/2019,222,24755,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO63967,11/02/2019,477,24755,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO63986,11/02/2019,573,26098,4,1,2384.07,1481.9379,2384.07,190.7256,59.6018
SO63986,11/02/2019,481,26098,4,1,8.99,3.3623,8.99,0.7192,0.2248
SO63951,11/02/2019,214,26136,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO63951,11/02/2019,528,26136,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO63987,11/02/2019,574,26245,4,1,2384.07,1481.9379,2384.07,190.7256,59.6018
SO63987,11/02/2019,214,26245,4,1,34.99,13.0863,34.99,2.7992,0.8748
SO63988,11/02/2019,479,26529,6,1,8.99,3.3623,8.99,0.7192,0.2248
SO63988,11/02/2019,605,26529,6,1,539.99,343.6496,539.99,43.1992,13.4998
SO63949,11/02/2019,537,27145,9,1,35,13.09,35,2.8,0.875
SO63983,11/02/2019,606,27581,9,1,539.99,343.6496,539.99,43.1992,13.4998
SO63950,11/02/2019,530,27592,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO63961,11/02/2019,480,28231,1,1,2.29,0.8565,2.29,0.1832,0.0573
SO63961,11/02/2019,538,28231,1,1,21.49,8.0373,21.49,1.7192,0.5373
SO63991,11/02/2019,231,28364,7,1,49.99,38.4923,49.99,3.9992,1.2498
SO63991,11/02/2019,390,28364,7,1,1120.49,713.0798,1120.49,89.6392,28.0123
SO63971,11/02/2019,475,28496,7,1,69.99,26.1763,69.99,5.5992,1.7498
SO63993,11/02/2019,585,29452,9,1,742.35,461.4448,742.35,59.388,18.5588
SO64042,12/02/2019,537,11032,9,1,35,13.09,35,2.8,0.875
SO64042,12/02/2019,528,11032,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO64042,12/02/2019,485,11032,9,1,21.98,8.2205,21.98,1.7584,0.5495
SO64042,12/02/2019,478,11032,9,1,9.99,3.7363,9.99,0.7992,0.2498
SO64042,12/02/2019,477,11032,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO64042,12/02/2019,480,11032,9,1,2.29,0.8565,2.29,0.1832,0.0573
SO64042,12/02/2019,355,11032,9,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO64008,12/02/2019,465,11185,6,1,24.49,9.1593,24.49,1.9592,0.6123
SO64008,12/02/2019,214,11185,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO64009,12/02/2019,490,11502,6,1,53.99,41.5723,53.99,4.3192,1.3498
SO64009,12/02/2019,467,11502,6,1,24.49,9.1593,24.49,1.9592,0.6123
SO64009,12/02/2019,529,11502,6,1,3.99,1.4923,3.99,0.3192,0.0998
SO63997,12/02/2019,477,11631,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO63997,12/02/2019,479,11631,6,1,8.99,3.3623,8.99,0.7192,0.2248
SO63998,12/02/2019,479,11962,4,1,8.99,3.3623,8.99,0.7192,0.2248
SO63998,12/02/2019,477,11962,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO63998,12/02/2019,491,11962,4,1,53.99,41.5723,53.99,4.3192,1.3498
SO64021,12/02/2019,477,12074,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO64021,12/02/2019,225,12074,6,1,8.99,6.9223,8.99,0.7192,0.2248
SO64021,12/02/2019,489,12074,6,1,53.99,41.5723,53.99,4.3192,1.3498
SO64021,12/02/2019,478,12074,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO64036,12/02/2019,485,13027,6,1,21.98,8.2205,21.98,1.7584,0.5495
SO64036,12/02/2019,480,13027,6,1,2.29,0.8565,2.29,0.1832,0.0573
SO64036,12/02/2019,361,13027,6,1,2294.99,1251.9813,2294.99,183.5992,57.3748
SO64041,12/02/2019,529,13529,9,1,3.99,1.4923,3.99,0.3192,0.0998
SO64041,12/02/2019,540,13529,9,1,32.6,12.1924,32.6,2.608,0.815
SO64041,12/02/2019,473,13529,9,1,63.5,23.749,63.5,5.08,1.5875
SO64041,12/02/2019,374,13529,9,1,2443.35,1554.9479,2443.35,195.468,61.0838
SO64007,12/02/2019,214,13592,7,1,34.99,13.0863,34.99,2.7992,0.8748
SO64007,12/02/2019,374,13592,7,1,2443.35,1554.9479,2443.35,195.468,61.0838
SO64006,12/02/2019,234,13956,9,1,49.99,38.4923,49.99,3.9992,1.2498
SO64005,12/02/2019,481,14237,9,1,8.99,3.3623,8.99,0.7192,0.2248
SO64005,12/02/2019,231,14237,9,1,49.99,38.4923,49.99,3.9992,1.2498
SO64000,12/02/2019,529,14311,9,1,3.99,1.4923,3.99,0.3192,0.0998
SO64000,12/02/2019,217,14311,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO64000,12/02/2019,539,14311,9,1,24.99,9.3463,24.99,1.9992,0.6248
SO64026,12/02/2019,485,14383,4,1,21.98,8.2205,21.98,1.7584,0.5495
SO64026,12/02/2019,222,14383,4,1,34.99,13.0863,34.99,2.7992,0.8748
SO64018,12/02/2019,540,14658,6,1,32.6,12.1924,32.6,2.608,0.815
SO64035,12/02/2019,587,14662,4,1,769.49,419.7784,769.49,61.5592,19.2373
SO64035,12/02/2019,475,14662,4,1,69.99,26.1763,69.99,5.5992,1.7498
SO64035,12/02/2019,472,14662,4,1,63.5,23.749,63.5,5.08,1.5875
SO64027,12/02/2019,485,14786,8,1,21.98,8.2205,21.98,1.7584,0.5495
SO64027,12/02/2019,478,14786,8,1,9.99,3.7363,9.99,0.7992,0.2498
SO64027,12/02/2019,222,14786,8,1,34.99,13.0863,34.99,2.7992,0.8748
SO64003,12/02/2019,530,15026,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO64037,12/02/2019,353,15346,4,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO64037,12/02/2019,485,15346,4,1,21.98,8.2205,21.98,1.7584,0.5495
SO64037,12/02/2019,480,15346,4,1,2.29,0.8565,2.29,0.1832,0.0573
SO64037,12/02/2019,483,15346,4,1,120,44.88,120,9.6,3
SO64038,12/02/2019,363,15404,4,1,2294.99,1251.9813,2294.99,183.5992,57.3748
SO64038,12/02/2019,485,15404,4,1,21.98,8.2205,21.98,1.7584,0.5495
SO64038,12/02/2019,478,15404,4,1,9.99,3.7363,9.99,0.7992,0.2498
SO64038,12/02/2019,477,15404,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO64049,12/02/2019,234,15699,10,1,49.99,38.4923,49.99,3.9992,1.2498
SO64049,12/02/2019,214,15699,10,1,34.99,13.0863,34.99,2.7992,0.8748
SO64049,12/02/2019,477,15699,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO64049,12/02/2019,479,15699,10,1,8.99,3.3623,8.99,0.7192,0.2248
SO64049,12/02/2019,562,15699,10,1,2384.07,1481.9379,2384.07,190.7256,59.6018
SO63999,12/02/2019,539,16175,9,1,24.99,9.3463,24.99,1.9992,0.6248
SO63999,12/02/2019,480,16175,9,1,2.29,0.8565,2.29,0.1832,0.0573
SO63999,12/02/2019,529,16175,9,1,3.99,1.4923,3.99,0.3192,0.0998
SO64001,12/02/2019,478,17724,9,1,9.99,3.7363,9.99,0.7992,0.2498
SO64001,12/02/2019,477,17724,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO64001,12/02/2019,485,17724,9,1,21.98,8.2205,21.98,1.7584,0.5495
SO64046,12/02/2019,491,18651,1,1,53.99,41.5723,53.99,4.3192,1.3498
SO64046,12/02/2019,477,18651,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO64046,12/02/2019,479,18651,1,1,8.99,3.3623,8.99,0.7192,0.2248
SO64046,12/02/2019,606,18651,1,1,539.99,343.6496,539.99,43.1992,13.4998
SO64022,12/02/2019,482,18873,1,1,8.99,3.3623,8.99,0.7192,0.2248
SO64022,12/02/2019,234,18873,1,1,49.99,38.4923,49.99,3.9992,1.2498
SO64022,12/02/2019,474,18873,1,1,69.99,26.1763,69.99,5.5992,1.7498
SO64024,12/02/2019,476,19012,4,1,69.99,26.1763,69.99,5.5992,1.7498
SO64024,12/02/2019,231,19012,4,1,49.99,38.4923,49.99,3.9992,1.2498
SO64023,12/02/2019,225,20016,1,1,8.99,6.9223,8.99,0.7192,0.2248
SO64023,12/02/2019,491,20016,1,1,53.99,41.5723,53.99,4.3192,1.3498
SO64023,12/02/2019,476,20016,1,1,69.99,26.1763,69.99,5.5992,1.7498
SO63996,12/02/2019,487,20622,9,1,54.99,20.5663,54.99,4.3992,1.3748
SO63996,12/02/2019,225,20622,9,1,8.99,6.9223,8.99,0.7192,0.2248
SO63996,12/02/2019,490,20622,9,1,53.99,41.5723,53.99,4.3192,1.3498
SO63996,12/02/2019,378,20622,9,1,2443.35,1554.9479,2443.35,195.468,61.0838
SO64028,12/02/2019,480,20951,10,1,2.29,0.8565,2.29,0.1832,0.0573
SO64028,12/02/2019,528,20951,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO64028,12/02/2019,536,20951,10,1,29.99,11.2163,29.99,2.3992,0.7498
SO64039,12/02/2019,529,21189,9,1,3.99,1.4923,3.99,0.3192,0.0998
SO64039,12/02/2019,539,21189,9,1,24.99,9.3463,24.99,1.9992,0.6248
SO64039,12/02/2019,214,21189,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO64039,12/02/2019,581,21189,9,1,1700.99,1082.51,1700.99,136.0792,42.5248
SO64025,12/02/2019,528,21494,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO64025,12/02/2019,480,21494,6,1,2.29,0.8565,2.29,0.1832,0.0573
SO64019,12/02/2019,490,21625,1,1,53.99,41.5723,53.99,4.3192,1.3498
SO64019,12/02/2019,477,21625,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO64019,12/02/2019,478,21625,1,1,9.99,3.7363,9.99,0.7992,0.2498
SO64020,12/02/2019,478,21639,1,1,9.99,3.7363,9.99,0.7992,0.2498
SO64032,12/02/2019,214,21684,7,1,34.99,13.0863,34.99,2.7992,0.8748
SO64032,12/02/2019,538,21684,7,1,21.49,8.0373,21.49,1.7192,0.5373
SO64032,12/02/2019,529,21684,7,1,3.99,1.4923,3.99,0.3192,0.0998
SO64047,12/02/2019,481,22490,7,1,8.99,3.3623,8.99,0.7192,0.2248
SO64047,12/02/2019,584,22490,7,1,539.99,343.6496,539.99,43.1992,13.4998
SO64030,12/02/2019,484,22498,7,1,7.95,2.9733,7.95,0.636,0.1988
SO64030,12/02/2019,480,22498,7,1,2.29,0.8565,2.29,0.1832,0.0573
SO64030,12/02/2019,529,22498,7,1,3.99,1.4923,3.99,0.3192,0.0998
SO64030,12/02/2019,538,22498,7,1,21.49,8.0373,21.49,1.7192,0.5373
SO64031,12/02/2019,529,22707,8,1,3.99,1.4923,3.99,0.3192,0.0998
SO64031,12/02/2019,225,22707,8,1,8.99,6.9223,8.99,0.7192,0.2248
SO64031,12/02/2019,231,22707,8,1,49.99,38.4923,49.99,3.9992,1.2498
SO64002,12/02/2019,214,22957,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO64002,12/02/2019,477,22957,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO64044,12/02/2019,538,23041,4,1,21.49,8.0373,21.49,1.7192,0.5373
SO64044,12/02/2019,606,23041,4,1,539.99,343.6496,539.99,43.1992,13.4998
SO64045,12/02/2019,605,23047,4,1,539.99,343.6496,539.99,43.1992,13.4998
SO64045,12/02/2019,479,23047,4,1,8.99,3.3623,8.99,0.7192,0.2248
SO64045,12/02/2019,477,23047,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO64053,12/02/2019,479,23996,9,1,8.99,3.3623,8.99,0.7192,0.2248
SO64053,12/02/2019,477,23996,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO64053,12/02/2019,225,23996,9,1,8.99,6.9223,8.99,0.7192,0.2248
SO64053,12/02/2019,605,23996,9,1,539.99,343.6496,539.99,43.1992,13.4998
SO64040,12/02/2019,217,24005,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO64040,12/02/2019,604,24005,9,1,539.99,343.6496,539.99,43.1992,13.4998
SO64029,12/02/2019,225,24555,10,1,8.99,6.9223,8.99,0.7192,0.2248
SO64029,12/02/2019,477,24555,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO64029,12/02/2019,478,24555,10,1,9.99,3.7363,9.99,0.7992,0.2498
SO64029,12/02/2019,536,24555,10,1,29.99,11.2163,29.99,2.3992,0.7498
SO64029,12/02/2019,528,24555,10,1,4.99,1.8663,4.99,0.3992,0.1248
